code name,language,favorite number,believes aliens have this many eyes,level of coffee addiction,excitement for cs35,level of poptart love,height in cm,hiking or reading,location
classified,C+,126,7,3,42,7,,1,winners.splice.order
classified,,126,7,126,21,210,,0,winners.splice.order
classified,,126,6,210,168,0,,1,winners.splice.order
classified,,2,1,2,7,1,,0,entrepreneur.farmland.chains
classified,Hmmm,3,2,42,1,1,,0,entrepreneur.farmland.chains
classified,,3,2,84,7,3,,1,entrepreneur.farmland.chains
classified,,84,6,6,168,210,126,0,varieties.gift.verdict
classified,,42,6,168,168,6,,1,strategist.chroniclers.worryingly
classified,java,126,6,1,2,84,126,0,winners.splice.order
classified,racket,42,3,2,126,210,,1,strategist.chroniclers.worryingly
classified,,7,14,0,42,7,,0,juniors.bids.ladder
classified,C+,126,7,7,84,42,,0,winners.splice.order
classified,,42,3,6,210,210,210,1,strategist.chroniclers.worryingly
classified,,7,14,2,21,0,,1,juniors.bids.ladder
classified,,7,6,6,0,2,,0,strategist.chroniclers.worryingly
classified,python,7,14,2,7,7,126,1,juniors.bids.ladder
classified,,6,7,0,6,3,,1,juniors.bids.ladder
classified,,42,6,0,126,42,210,1,varieties.gift.verdict
classified,,84,6,42,84,126,,0,varieties.gift.verdict
classified,,126,7,14,21,14,126,0,winners.splice.order
classified,,7,14,1,42,42,168,1,juniors.bids.ladder
classified,,7,14,0,6,210,126,0,juniors.bids.ladder
classified,,126,7,0,14,21,,1,winners.splice.order
classified,,84,6,3,168,126,,0,varieties.gift.verdict
classified,,126,14,126,6,14,,0,winners.splice.order
classified,,84,6,14,210,126,,0,varieties.gift.verdict
classified,,84,6,0,210,210,210,0,varieties.gift.verdict
classified,,126,7,1,7,14,,0,winners.splice.order
classified,python,42,3,3,168,210,,1,strategist.chroniclers.worryingly
classified,,126,7,0,7,84,,0,winners.splice.order
classified,,42,3,1,126,210,,0,strategist.chroniclers.worryingly
classified,,42,2,168,2,3,,0,strategist.chroniclers.worryingly
classified,,3,2,42,1,14,126,1,entrepreneur.farmland.chains
classified,java,126,7,0,6,14,,1,winners.splice.order
classified,java,21,3,210,168,3,210,0,strategist.chroniclers.worryingly
classified,python,126,7,2,42,6,210,0,winners.splice.order
classified,racket,42,3,1,168,210,168,1,strategist.chroniclers.worryingly
classified,,7,14,1,14,42,,1,juniors.bids.ladder
classified,racket,42,3,3,210,210,168,0,strategist.chroniclers.worryingly
classified,,84,6,14,126,210,210,1,varieties.gift.verdict
classified,python,168,6,84,7,0,,1,winners.splice.order
classified,,3,2,42,6,2,,1,entrepreneur.farmland.chains
classified,,42,3,6,126,210,210,0,strategist.chroniclers.worryingly
classified,,42,3,126,126,14,,1,strategist.chroniclers.worryingly
classified,,126,7,2,21,3,168,1,winners.splice.order
classified,,84,6,2,84,168,,1,varieties.gift.verdict
classified,,126,7,1,84,21,,0,winners.splice.order
classified,java,126,7,3,84,84,,1,winners.splice.order
classified,racket,42,3,3,168,210,,0,strategist.chroniclers.worryingly
classified,java,3,7,3,210,42,,1,juniors.bids.ladder
classified,,7,0,7,210,2,210,1,entrepreneur.farmland.chains
classified,racket,42,3,0,168,210,,1,strategist.chroniclers.worryingly
classified,racket,3,2,42,3,7,,0,entrepreneur.farmland.chains
classified,racket,84,6,42,210,168,,1,varieties.gift.verdict
classified,Hmmm,3,7,126,126,7,210,1,juniors.bids.ladder
classified,,84,6,21,168,210,,1,varieties.gift.verdict
classified,C+,3,2,168,3,2,,1,entrepreneur.farmland.chains
classified,racket,126,7,21,126,6,,0,winners.splice.order
classified,python,84,6,84,126,210,,1,varieties.gift.verdict
classified,java,42,3,6,126,210,210,1,strategist.chroniclers.worryingly
classified,,3,6,6,6,210,,0,juniors.bids.ladder
classified,,126,7,6,21,7,126,0,winners.splice.order
classified,,7,14,2,3,42,168,0,juniors.bids.ladder
classified,,126,7,21,21,3,126,1,winners.splice.order
classified,Hmmm,3,2,84,7,1,,0,entrepreneur.farmland.chains
classified,,42,3,3,168,210,126,1,strategist.chroniclers.worryingly
classified,Hmmm,21,3,42,0,126,,0,varieties.gift.verdict
classified,python,21,6,126,210,7,210,0,varieties.gift.verdict
classified,python,14,0,3,21,7,210,0,entrepreneur.farmland.chains
classified,Hmmm,42,3,0,168,210,,1,strategist.chroniclers.worryingly
classified,,42,3,3,168,210,,0,strategist.chroniclers.worryingly
classified,Hmmm,3,14,21,42,126,,0,juniors.bids.ladder
classified,python,126,7,14,6,6,,0,winners.splice.order
classified,,42,3,2,168,210,210,0,strategist.chroniclers.worryingly
classified,,7,14,1,42,1,,0,juniors.bids.ladder
classified,,3,2,126,3,2,126,0,entrepreneur.farmland.chains
classified,,168,6,1,84,0,210,1,varieties.gift.verdict
classified,python,3,2,84,7,1,,0,entrepreneur.farmland.chains
classified,,7,14,2,7,7,168,0,juniors.bids.ladder
classified,,7,14,1,14,210,168,1,juniors.bids.ladder
classified,,42,2,0,1,84,,0,strategist.chroniclers.worryingly
classified,,3,7,84,7,21,,1,juniors.bids.ladder
classified,Hmmm,7,14,2,7,14,,0,juniors.bids.ladder
classified,,84,6,42,21,168,,0,varieties.gift.verdict
classified,,42,6,2,14,0,210,0,strategist.chroniclers.worryingly
classified,,3,7,84,0,84,,0,juniors.bids.ladder
classified,C+,42,3,1,168,210,210,0,strategist.chroniclers.worryingly
classified,,21,3,210,3,2,,1,varieties.gift.verdict
classified,,84,6,1,210,210,168,1,varieties.gift.verdict
classified,,84,6,21,168,210,,0,varieties.gift.verdict
classified,,7,14,1,14,84,,0,juniors.bids.ladder
classified,,7,14,0,7,7,210,0,juniors.bids.ladder
classified,C+,3,2,84,3,2,126,1,entrepreneur.farmland.chains
classified,,7,14,2,6,1,,0,juniors.bids.ladder
classified,C+,7,14,0,42,14,126,1,juniors.bids.ladder
classified,,126,7,3,84,14,168,1,winners.splice.order
classified,Hmmm,84,6,84,42,210,,0,varieties.gift.verdict
classified,,3,2,168,6,7,210,0,entrepreneur.farmland.chains
classified,python,210,7,14,3,14,,1,winners.splice.order
classified,racket,3,2,126,2,3,,1,entrepreneur.farmland.chains
classified,,42,3,1,210,210,,0,strategist.chroniclers.worryingly
classified,,42,3,1,168,210,168,0,strategist.chroniclers.worryingly
classified,,168,14,168,0,210,,0,winners.splice.order
classified,,7,14,2,6,210,126,0,juniors.bids.ladder
classified,,6,14,0,14,84,,1,juniors.bids.ladder
classified,Hmmm,84,6,1,14,2,,1,varieties.gift.verdict
classified,,168,6,6,14,1,126,1,winners.splice.order
classified,,126,7,3,7,21,210,1,winners.splice.order
classified,,126,14,84,21,1,,1,winners.splice.order
classified,,7,14,0,42,126,,0,juniors.bids.ladder
classified,,7,14,2,21,0,,1,juniors.bids.ladder
classified,,3,2,42,3,7,210,0,entrepreneur.farmland.chains
classified,,210,14,2,84,2,,1,winners.splice.order
classified,,84,6,1,210,126,126,0,varieties.gift.verdict
classified,C+,7,14,1,3,3,168,0,juniors.bids.ladder
classified,C+,126,6,6,6,2,,0,winners.splice.order
classified,,84,6,6,210,210,,0,varieties.gift.verdict
classified,python,7,7,6,42,0,,0,juniors.bids.ladder
classified,,84,6,0,84,210,,0,varieties.gift.verdict
classified,,168,14,14,2,14,168,1,winners.splice.order
classified,racket,126,7,0,84,7,210,0,winners.splice.order
classified,,84,6,6,210,126,126,1,varieties.gift.verdict
classified,C+,3,2,168,2,7,,1,entrepreneur.farmland.chains
classified,,84,6,1,168,126,,0,varieties.gift.verdict
classified,,42,3,1,126,210,,0,strategist.chroniclers.worryingly
classified,,126,7,14,7,21,168,1,winners.splice.order
classified,java,42,3,0,210,210,126,1,strategist.chroniclers.worryingly
classified,racket,7,2,210,21,7,,1,entrepreneur.farmland.chains
classified,,7,14,1,42,168,,0,juniors.bids.ladder
classified,python,3,2,126,6,6,,0,entrepreneur.farmland.chains
classified,,6,14,21,21,21,,1,juniors.bids.ladder
classified,,126,7,21,84,6,,0,winners.splice.order
classified,python,3,1,126,21,3,,1,entrepreneur.farmland.chains
classified,,126,7,2,84,14,,1,winners.splice.order
classified,python,7,7,84,7,3,,1,juniors.bids.ladder
classified,Hmmm,168,3,14,126,42,,1,varieties.gift.verdict
classified,Hmmm,210,6,6,21,210,168,1,winners.splice.order
classified,,126,7,42,2,1,,1,winners.splice.order
classified,python,14,6,126,42,3,,1,strategist.chroniclers.worryingly
classified,,3,2,168,3,6,126,0,entrepreneur.farmland.chains
classified,,126,7,0,126,6,126,1,winners.splice.order
classified,python,42,3,210,2,14,126,0,strategist.chroniclers.worryingly
classified,Hmmm,42,3,3,126,210,,1,strategist.chroniclers.worryingly
classified,,168,6,210,210,21,,1,winners.splice.order
classified,java,14,0,3,2,168,,1,entrepreneur.farmland.chains
classified,,42,3,2,168,210,,1,strategist.chroniclers.worryingly
classified,,42,3,6,168,210,126,1,strategist.chroniclers.worryingly
classified,,42,3,2,210,210,,1,strategist.chroniclers.worryingly
classified,,7,14,1,14,0,,0,juniors.bids.ladder
classified,,126,6,21,210,84,,1,winners.splice.order
classified,python,7,14,0,14,126,168,0,juniors.bids.ladder
classified,,42,3,1,126,210,,1,strategist.chroniclers.worryingly
classified,,126,7,6,84,3,,0,winners.splice.order
classified,,7,14,1,3,3,,0,juniors.bids.ladder
classified,,42,3,6,168,210,210,1,strategist.chroniclers.worryingly
classified,,3,2,126,2,6,210,1,entrepreneur.farmland.chains
classified,,3,2,126,6,3,,0,entrepreneur.farmland.chains
classified,,42,3,3,210,210,,1,strategist.chroniclers.worryingly
classified,python,6,6,14,126,42,210,0,juniors.bids.ladder
classified,Hmmm,7,14,0,7,3,168,0,juniors.bids.ladder
classified,,84,6,1,42,168,,0,varieties.gift.verdict
classified,C+,1,1,126,6,1,168,0,entrepreneur.farmland.chains
classified,,126,7,14,42,2,,0,winners.splice.order
classified,,3,2,84,7,3,126,0,entrepreneur.farmland.chains
classified,,7,14,0,21,6,210,0,juniors.bids.ladder
classified,,126,7,1,84,2,126,1,winners.splice.order
classified,python,42,3,6,168,210,168,0,strategist.chroniclers.worryingly
classified,,84,6,3,126,210,210,1,varieties.gift.verdict
classified,C+,7,14,2,42,14,,0,juniors.bids.ladder
classified,python,126,7,14,6,14,,0,winners.splice.order
classified,Hmmm,7,14,0,3,126,,1,juniors.bids.ladder
classified,Hmmm,7,14,0,7,210,,1,juniors.bids.ladder
classified,,1,2,7,84,6,,1,entrepreneur.farmland.chains
classified,,7,7,7,168,126,210,1,juniors.bids.ladder
classified,,84,6,7,84,168,,1,varieties.gift.verdict
classified,,7,14,0,7,3,126,0,juniors.bids.ladder
classified,Hmmm,7,14,0,21,210,,1,juniors.bids.ladder
classified,,84,6,21,21,126,168,1,varieties.gift.verdict
classified,,3,2,84,7,1,,1,entrepreneur.farmland.chains
classified,,126,7,3,21,84,,0,winners.splice.order
classified,C+,84,6,42,21,210,126,1,varieties.gift.verdict
classified,Hmmm,84,6,1,21,168,210,1,varieties.gift.verdict
classified,,84,6,6,126,210,,1,varieties.gift.verdict
classified,,7,14,3,21,0,210,1,juniors.bids.ladder
classified,C+,168,14,168,14,126,,0,winners.splice.order
classified,,84,7,14,126,6,,1,varieties.gift.verdict
classified,,42,3,1,210,210,,0,strategist.chroniclers.worryingly
classified,python,42,3,0,126,210,126,0,strategist.chroniclers.worryingly
classified,,3,0,210,168,1,,1,entrepreneur.farmland.chains
classified,,84,6,7,42,126,168,0,varieties.gift.verdict
classified,,42,3,6,168,210,,0,strategist.chroniclers.worryingly
classified,,42,3,1,210,210,,1,strategist.chroniclers.worryingly
classified,C+,7,14,2,42,126,,1,juniors.bids.ladder
classified,,21,6,0,7,126,168,0,varieties.gift.verdict
classified,,7,14,2,21,3,,0,juniors.bids.ladder
classified,,7,14,2,14,7,,1,juniors.bids.ladder
classified,racket,42,3,3,168,210,,1,strategist.chroniclers.worryingly
classified,java,126,14,14,3,1,,1,winners.splice.order
classified,,42,3,3,168,210,,1,strategist.chroniclers.worryingly
classified,,3,2,42,1,2,,0,entrepreneur.farmland.chains
classified,,7,14,2,3,210,,1,juniors.bids.ladder
classified,racket,42,6,42,84,7,,1,varieties.gift.verdict
classified,,3,2,126,6,14,,1,entrepreneur.farmland.chains
classified,python,126,14,7,210,2,168,0,winners.splice.order
classified,python,7,14,0,6,1,,0,juniors.bids.ladder
classified,,2,2,3,210,6,,0,entrepreneur.farmland.chains
classified,python,126,7,14,42,7,126,0,winners.splice.order
classified,,84,6,2,42,126,,1,varieties.gift.verdict
classified,java,3,2,126,2,14,,1,entrepreneur.farmland.chains
classified,python,21,7,84,210,14,,0,varieties.gift.verdict
classified,,3,6,6,7,1,,1,juniors.bids.ladder
classified,,126,7,14,7,14,,0,winners.splice.order
classified,,210,14,210,2,2,126,1,winners.splice.order
classified,python,7,14,0,42,126,,0,juniors.bids.ladder
classified,python,126,7,2,21,2,126,1,winners.splice.order
classified,,3,2,42,7,14,168,1,entrepreneur.farmland.chains
classified,,3,2,126,7,3,,0,entrepreneur.farmland.chains
classified,Hmmm,3,7,84,14,168,168,0,juniors.bids.ladder
classified,java,42,3,3,126,210,,0,strategist.chroniclers.worryingly
classified,,7,1,210,126,1,,0,entrepreneur.farmland.chains
classified,,84,6,21,168,168,,1,varieties.gift.verdict
classified,,6,0,0,21,210,,0,entrepreneur.farmland.chains
classified,,3,2,42,6,7,,0,entrepreneur.farmland.chains
classified,,14,1,3,0,168,,1,entrepreneur.farmland.chains
classified,,126,7,3,84,7,126,1,winners.splice.order
classified,,42,3,1,210,210,168,1,strategist.chroniclers.worryingly
classified,,42,3,1,210,210,,0,strategist.chroniclers.worryingly
classified,,3,14,7,3,7,,1,juniors.bids.ladder
classified,,1,1,126,168,14,210,0,entrepreneur.farmland.chains
classified,java,7,14,2,21,210,,0,juniors.bids.ladder
classified,racket,7,14,0,21,126,168,0,juniors.bids.ladder
classified,,126,7,7,21,2,,1,winners.splice.order
classified,java,84,6,42,210,210,,1,varieties.gift.verdict
classified,Hmmm,84,6,84,21,168,168,0,varieties.gift.verdict
classified,python,7,14,1,42,126,,1,juniors.bids.ladder
classified,,6,14,3,14,6,210,1,juniors.bids.ladder
classified,,42,2,7,6,14,,0,strategist.chroniclers.worryingly
classified,Hmmm,42,3,0,210,210,,1,strategist.chroniclers.worryingly
classified,Hmmm,84,6,0,210,210,,0,varieties.gift.verdict
classified,racket,7,14,1,14,6,,0,juniors.bids.ladder
classified,,7,14,2,42,84,,0,juniors.bids.ladder
classified,,84,6,0,21,126,,1,varieties.gift.verdict
classified,Hmmm,7,14,1,21,210,,1,juniors.bids.ladder
classified,racket,7,14,6,42,84,,1,juniors.bids.ladder
classified,,7,14,1,42,21,,0,juniors.bids.ladder
classified,,1,0,210,42,84,126,1,entrepreneur.farmland.chains
classified,java,7,14,0,42,210,210,1,juniors.bids.ladder
classified,,126,7,14,7,2,,0,winners.splice.order
classified,,42,3,2,126,210,,1,strategist.chroniclers.worryingly
classified,,84,6,0,6,21,,0,strategist.chroniclers.worryingly
classified,C+,3,7,210,21,3,,0,juniors.bids.ladder
classified,java,3,2,42,2,1,168,0,entrepreneur.farmland.chains
classified,java,42,3,3,210,210,168,0,strategist.chroniclers.worryingly
classified,Hmmm,7,14,1,14,3,210,1,juniors.bids.ladder
classified,,3,2,42,3,3,,0,entrepreneur.farmland.chains
